x1	x2	x3	x4	x5	x6	x7	x8	x9	x:	x;	x<	x=	x>	u1	u2	u3	u4	u5	u6	u7	u8	error	numIter	cpuTime	cpuTimeSearchDirection	cpuTimeLineSearch	cpuTimeKKTError
0.000041	1.564956	0.000054	1.550463	0.000139	1.554957	0.000007	0.000322	0.069943	0.000381	0.055893	-0.000189	0.054625	-0.000022	-0.004920	-0.699629	-0.008441	0.117805	-0.002009	-0.008098	-0.000003	0.000709	0.000976	2.000000	237.354000	233.029000	0.000000	0.000000
0.000041	1.565025	0.000054	1.550519	0.000139	1.555011	0.000007	0.000320	0.069586	0.000378	0.055737	-0.000190	0.054440	-0.000022	-0.004880	-0.694630	-0.008382	0.116511	-0.001986	-0.008053	-0.000003	0.000709	0.000223	3.000000	355.003000	350.261001	0.000000	0.000000
0.000042	1.565095	0.000055	1.550574	0.000139	1.555065	0.000007	0.000318	0.069231	0.000375	0.055582	-0.000190	0.054255	-0.000022	-0.004867	-0.692857	-0.008362	0.116309	-0.001982	-0.008025	-0.000003	0.000709	0.000585	2.000000	237.242000	232.951001	0.000000	0.000000
0.000042	1.565164	0.000055	1.550630	0.000138	1.555120	0.000007	0.000316	0.068877	0.000373	0.055426	-0.000190	0.054069	-0.000022	-0.004855	-0.690893	-0.008338	0.116023	-0.001977	-0.008000	-0.000003	0.000709	0.000860	2.000000	237.053000	232.748000	0.000000	0.000000
0.000042	1.565232	0.000055	1.550685	0.000138	1.555174	0.000007	0.000314	0.068525	0.000370	0.055271	-0.000191	0.053885	-0.000022	-0.004841	-0.688720	-0.008311	0.115663	-0.001971	-0.007974	-0.000003	0.000709	0.000922	2.000000	237.338000	232.997000	0.000000	0.000000
0.000043	1.565301	0.000056	1.550740	0.000138	1.555227	0.000007	0.000312	0.068174	0.000367	0.055117	-0.000191	0.053702	-0.000022	-0.004827	-0.686408	-0.008283	0.115254	-0.001964	-0.007948	-0.000003	0.000709	0.000960	2.000000	237.217000	232.844000	0.000000	0.000000
0.000043	1.565369	0.000056	1.550795	0.000138	1.555281	0.000007	0.000310	0.067823	0.000365	0.054964	-0.000191	0.053519	-0.000022	-0.004811	-0.684005	-0.008253	0.114815	-0.001956	-0.007921	-0.000003	0.000709	0.000984	2.000000	236.952999	232.665000	0.000000	0.000000
0.000043	1.565436	0.000056	1.550850	0.000138	1.555334	0.000007	0.000308	0.067474	0.000362	0.054811	-0.000192	0.053337	-0.000022	-0.004769	-0.678904	-0.008194	0.113487	-0.001933	-0.007875	-0.000003	0.000709	0.000225	3.000000	354.162000	349.397000	0.000000	0.000000
0.000043	1.565504	0.000057	1.550905	0.000138	1.555388	0.000007	0.000306	0.067126	0.000360	0.054658	-0.000192	0.053156	-0.000022	-0.004756	-0.677141	-0.008174	0.113282	-0.001929	-0.007847	-0.000003	0.000709	0.000580	2.000000	237.417000	233.125001	0.000000	0.000000
0.000044	1.565571	0.000057	1.550959	0.000137	1.555441	0.000007	0.000304	0.066781	0.000357	0.054506	-0.000192	0.052974	-0.000022	-0.004744	-0.675200	-0.008150	0.112998	-0.001924	-0.007822	-0.000003	0.000709	0.000847	2.000000	239.501001	235.093000	0.000000	0.000000
0.000044	1.565637	0.000058	1.551014	0.000137	1.555494	0.000007	0.000302	0.066436	0.000354	0.054354	-0.000192	0.052793	-0.000022	-0.004730	-0.673057	-0.008124	0.112642	-0.001918	-0.007797	-0.000003	0.000709	0.000906	2.000000	236.599000	232.352000	0.000000	0.000000
0.000044	1.565704	0.000058	1.551068	0.000137	1.555546	0.000007	0.000300	0.066093	0.000352	0.054202	-0.000193	0.052613	-0.000021	-0.004716	-0.670781	-0.008096	0.112240	-0.001911	-0.007771	-0.000003	0.000709	0.000943	2.000000	237.071000	232.672000	0.000000	0.000000
0.000045	1.565770	0.000058	1.551122	0.000137	1.555599	0.000007	0.000298	0.065750	0.000349	0.054052	-0.000193	0.052434	-0.000021	-0.004701	-0.668417	-0.008067	0.111809	-0.001903	-0.007744	-0.000003	0.000709	0.000966	2.000000	236.449000	232.171001	0.000000	0.000000
0.000045	1.565835	0.000059	1.551176	0.000137	1.555651	0.000007	0.000296	0.065409	0.000347	0.053901	-0.000193	0.052256	-0.000021	-0.004685	-0.665995	-0.008037	0.111358	-0.001896	-0.007716	-0.000003	0.000709	0.000981	2.000000	236.917000	232.679999	0.000000	0.000000
0.000045	1.565900	0.000059	1.551230	0.000136	1.555703	0.000007	0.000294	0.065068	0.000344	0.053752	-0.000194	0.052078	-0.000021	-0.004668	-0.663535	-0.008008	0.110894	-0.001887	-0.007689	-0.000002	0.000709	0.000990	2.000000	237.152000	232.889000	0.000000	0.000000
0.000046	1.565965	0.000059	1.551284	0.000136	1.555755	0.000007	0.000292	0.064729	0.000342	0.053602	-0.000194	0.051901	-0.000021	-0.004651	-0.661052	-0.007977	0.110422	-0.001879	-0.007660	-0.000002	0.000709	0.000996	2.000000	237.107000	232.756001	0.000000	0.000000
0.000046	1.566030	0.000060	1.551337	0.000136	1.555807	0.000007	0.000290	0.064392	0.000339	0.053454	-0.000194	0.051724	-0.000021	-0.004634	-0.658553	-0.007947	0.109944	-0.001871	-0.007632	-0.000002	0.000709	0.000999	2.000000	236.954001	232.686000	0.000000	0.000000
0.000046	1.566094	0.000060	1.551391	0.000136	1.555859	0.000007	0.000289	0.064055	0.000337	0.053305	-0.000194	0.051548	-0.000021	-0.004588	-0.653273	-0.007888	0.108561	-0.001847	-0.007585	-0.000002	0.000709	0.000230	3.000000	354.158999	349.423000	0.000000	0.000000
0.000046	1.566158	0.000060	1.551444	0.000136	1.555910	0.000007	0.000287	0.063720	0.000334	0.053157	-0.000195	0.051373	-0.000021	-0.004575	-0.651519	-0.007867	0.108347	-0.001843	-0.007557	-0.000002	0.000709	0.000574	2.000000	237.298000	232.951999	0.000000	0.000000
0.000047	1.566221	0.000061	1.551497	0.000135	1.555962	0.000007	0.000285	0.063387	0.000332	0.053009	-0.000195	0.051197	-0.000021	-0.004563	-0.649610	-0.007844	0.108065	-0.001838	-0.007533	-0.000002	0.000709	0.000828	2.000000	236.668000	232.417000	0.000000	0.000000
0.000047	1.566285	0.000061	1.551550	0.000135	1.556013	0.000007	0.000283	0.063055	0.000329	0.052862	-0.000195	0.051022	-0.000021	-0.004549	-0.647514	-0.007818	0.107715	-0.001832	-0.007508	-0.000002	0.000709	0.000883	2.000000	236.758000	232.456000	0.000000	0.000000
0.000047	1.566348	0.000061	1.551603	0.000135	1.556064	0.000006	0.000281	0.062724	0.000327	0.052715	-0.000195	0.050848	-0.000021	-0.004535	-0.645294	-0.007791	0.107323	-0.001825	-0.007482	-0.000002	0.000709	0.000916	2.000000	237.089001	232.797999	0.000000	0.000000
0.000048	1.566410	0.000062	1.551655	0.000135	1.556114	0.000006	0.000279	0.062394	0.000324	0.052569	-0.000196	0.050675	-0.000021	-0.004520	-0.642992	-0.007763	0.106903	-0.001818	-0.007456	-0.000002	0.000709	0.000938	2.000000	237.206999	232.922000	0.000000	0.000000
0.000048	1.566472	0.000062	1.551708	0.000135	1.556165	0.000006	0.000277	0.062065	0.000322	0.052423	-0.000196	0.050503	-0.000021	-0.004504	-0.640635	-0.007734	0.106465	-0.001810	-0.007429	-0.000002	0.000709	0.000951	2.000000	236.608001	232.367999	0.000000	0.000000
0.000048	1.566534	0.000062	1.551760	0.000134	1.556215	0.000006	0.000275	0.061737	0.000319	0.052278	-0.000196	0.050331	-0.000021	-0.004488	-0.638243	-0.007705	0.106015	-0.001802	-0.007402	-0.000002	0.000709	0.000960	2.000000	239.466000	235.115000	0.000000	0.000000
0.000048	1.566596	0.000063	1.551812	0.000134	1.556266	0.000006	0.000273	0.061411	0.000317	0.052133	-0.000196	0.050159	-0.000021	-0.004471	-0.635829	-0.007676	0.105557	-0.001794	-0.007375	-0.000002	0.000709	0.000964	2.000000	236.923000	232.605000	0.000000	0.000000
0.000049	1.566657	0.000063	1.551865	0.000134	1.556316	0.000006	0.000272	0.061085	0.000315	0.051989	-0.000197	0.049988	-0.000021	-0.004455	-0.633402	-0.007647	0.105094	-0.001786	-0.007347	-0.000002	0.000709	0.000967	2.000000	237.038000	232.777001	0.000000	0.000000
0.000049	1.566718	0.000063	1.551916	0.000134	1.556366	0.000006	0.000270	0.060761	0.000312	0.051845	-0.000197	0.049818	-0.000020	-0.004438	-0.630967	-0.007617	0.104628	-0.001778	-0.007320	-0.000002	0.000709	0.000968	2.000000	237.552000	233.281999	0.000000	0.000000
0.000049	1.566779	0.000063	1.551968	0.000134	1.556415	0.000006	0.000268	0.060438	0.000310	0.051702	-0.000197	0.049648	-0.000020	-0.004421	-0.628528	-0.007588	0.104160	-0.001770	-0.007292	-0.000002	0.000709	0.000968	2.000000	236.584000	232.287000	0.000000	0.000000
0.000049	1.566839	0.000064	1.552020	0.000133	1.556465	0.000006	0.000266	0.060117	0.000307	0.051559	-0.000197	0.049479	-0.000020	-0.004404	-0.626088	-0.007559	0.103692	-0.001762	-0.007264	-0.000002	0.000709	0.000967	2.000000	237.049000	232.774000	0.000000	0.000000
0.000050	1.566899	0.000064	1.552071	0.000133	1.556514	0.000006	0.000264	0.059796	0.000305	0.051416	-0.000198	0.049311	-0.000020	-0.004387	-0.623649	-0.007529	0.103223	-0.001753	-0.007237	-0.000002	0.000709	0.000965	2.000000	236.413000	232.145000	0.000000	0.000000
0.000050	1.566958	0.000064	1.552123	0.000133	1.556564	0.000006	0.000262	0.059477	0.000303	0.051274	-0.000198	0.049142	-0.000020	-0.004370	-0.621213	-0.007500	0.102754	-0.001745	-0.007209	-0.000002	0.000709	0.000963	2.000000	236.580000	232.298000	0.000000	0.000000
0.000050	1.567018	0.000065	1.552174	0.000133	1.556613	0.000006	0.000261	0.059159	0.000300	0.051132	-0.000198	0.048975	-0.000020	-0.004352	-0.618781	-0.007471	0.102286	-0.001737	-0.007181	-0.000002	0.000709	0.000961	2.000000	236.495001	232.151000	0.000000	0.000000
0.000051	1.567077	0.000065	1.552225	0.000133	1.556661	0.000006	0.000259	0.058842	0.000298	0.050991	-0.000198	0.048808	-0.000020	-0.004335	-0.616353	-0.007442	0.101818	-0.001729	-0.007154	-0.000002	0.000709	0.000959	2.000000	250.728001	246.444999	0.000000	0.000000
0.000051	1.567135	0.000065	1.552276	0.000132	1.556710	0.000006	0.000257	0.058526	0.000296	0.050850	-0.000198	0.048642	-0.000020	-0.004318	-0.613930	-0.007413	0.101351	-0.001721	-0.007127	-0.000002	0.000709	0.000956	2.000000	237.219000	232.928000	0.000000	0.000000
0.000051	1.567194	0.000066	1.552327	0.000132	1.556759	0.000006	0.000255	0.058211	0.000293	0.050709	-0.000199	0.048476	-0.000020	-0.004301	-0.611512	-0.007384	0.100885	-0.001713	-0.007099	-0.000002	0.000709	0.000954	2.000000	237.024999	232.766999	0.000000	0.000000
0.000051	1.567252	0.000066	1.552377	0.000132	1.556807	0.000006	0.000253	0.057898	0.000291	0.050569	-0.000199	0.048310	-0.000020	-0.004284	-0.609100	-0.007355	0.100421	-0.001705	-0.007072	-0.000002	0.000709	0.000951	2.000000	237.038999	232.778000	0.000000	0.000000
0.000052	1.567310	0.000066	1.552428	0.000132	1.556855	0.000006	0.000252	0.057586	0.000289	0.050430	-0.000199	0.048146	-0.000020	-0.004266	-0.606694	-0.007326	0.099957	-0.001696	-0.007045	-0.000002	0.000709	0.000948	2.000000	237.272000	232.926001	0.000000	0.000000
0.000052	1.567367	0.000066	1.552478	0.000132	1.556903	0.000006	0.000250	0.057275	0.000286	0.050291	-0.000199	0.047981	-0.000020	-0.004249	-0.604294	-0.007298	0.099495	-0.001688	-0.007017	-0.000002	0.000709	0.000945	2.000000	237.031000	232.625999	0.000000	0.000000
0.000052	1.567424	0.000067	1.552528	0.000131	1.556951	0.000006	0.000248	0.056965	0.000284	0.050152	-0.000199	0.047818	-0.000020	-0.004232	-0.601901	-0.007269	0.099034	-0.001680	-0.006990	-0.000002	0.000709	0.000942	2.000000	237.652001	233.185001	0.000000	0.000000
0.000052	1.567481	0.000067	1.552578	0.000131	1.556999	0.000006	0.000246	0.056656	0.000282	0.050014	-0.000199	0.047655	-0.000020	-0.004215	-0.599513	-0.007241	0.098574	-0.001672	-0.006963	-0.000002	0.000709	0.000939	2.000000	236.491001	232.237000	0.000000	0.000000
0.000053	1.567538	0.000067	1.552628	0.000131	1.557047	0.000006	0.000245	0.056349	0.000279	0.049876	-0.000200	0.047492	-0.000020	-0.004198	-0.597133	-0.007212	0.098115	-0.001664	-0.006936	-0.000002	0.000709	0.000936	2.000000	239.327999	234.997000	0.000000	0.000000
0.000053	1.567594	0.000068	1.552678	0.000131	1.557094	0.000006	0.000243	0.056043	0.000277	0.049738	-0.000200	0.047330	-0.000020	-0.004181	-0.594758	-0.007184	0.097658	-0.001656	-0.006909	-0.000002	0.000709	0.000933	2.000000	236.615000	232.353999	0.000000	0.000000
0.000053	1.567650	0.000068	1.552728	0.000131	1.557141	0.000006	0.000241	0.055738	0.000275	0.049601	-0.000200	0.047168	-0.000020	-0.004164	-0.592391	-0.007156	0.097203	-0.001648	-0.006882	-0.000002	0.000709	0.000930	2.000000	236.698999	232.400999	0.000000	0.000000
0.000053	1.567705	0.000068	1.552777	0.000130	1.557188	0.000006	0.000239	0.055434	0.000273	0.049464	-0.000200	0.047008	-0.000019	-0.004147	-0.590030	-0.007127	0.096748	-0.001641	-0.006856	-0.000002	0.000709	0.000927	2.000000	236.758000	232.537001	0.000000	0.000000
0.000054	1.567760	0.000068	1.552827	0.000130	1.557235	0.000006	0.000238	0.055131	0.000270	0.049328	-0.000200	0.046847	-0.000019	-0.004129	-0.587675	-0.007099	0.096295	-0.001633	-0.006829	-0.000002	0.000709	0.000924	2.000000	236.803000	232.496001	0.000000	0.000000
0.000054	1.567815	0.000069	1.552876	0.000130	1.557282	0.000006	0.000236	0.054829	0.000268	0.049192	-0.000200	0.046687	-0.000019	-0.004113	-0.585328	-0.007071	0.095844	-0.001625	-0.006802	-0.000002	0.000709	0.000921	2.000000	237.130000	232.882000	0.000000	0.000000
0.000054	1.567870	0.000069	1.552925	0.000130	1.557329	0.000006	0.000234	0.054529	0.000266	0.049057	-0.000201	0.046528	-0.000019	-0.004096	-0.582987	-0.007043	0.095394	-0.001617	-0.006776	-0.000002	0.000709	0.000918	2.000000	236.756000	232.455999	0.000000	0.000000
0.000054	1.567925	0.000069	1.552974	0.000130	1.557375	0.000006	0.000232	0.054230	0.000264	0.048922	-0.000201	0.046369	-0.000019	-0.004079	-0.580653	-0.007016	0.094945	-0.001609	-0.006749	-0.000002	0.000709	0.000915	2.000000	236.487001	232.123000	0.000000	0.000000
0.000054	1.567979	0.000069	1.553023	0.000129	1.557421	0.000006	0.000231	0.053931	0.000262	0.048787	-0.000201	0.046211	-0.000019	-0.004062	-0.578326	-0.006988	0.094498	-0.001601	-0.006723	-0.000002	0.000709	0.000912	2.000000	236.620000	232.369001	0.000000	0.000000
0.000055	1.568032	0.000070	1.553072	0.000129	1.557468	0.000006	0.000229	0.053634	0.000259	0.048653	-0.000201	0.046053	-0.000019	-0.004045	-0.576005	-0.006960	0.094052	-0.001594	-0.006697	-0.000002	0.000709	0.000909	2.000000	236.743001	232.492001	0.000000	0.000000
0.000055	1.568086	0.000070	1.553120	0.000129	1.557514	0.000006	0.000227	0.053339	0.000257	0.048519	-0.000201	0.045895	-0.000019	-0.004028	-0.573691	-0.006933	0.093607	-0.001586	-0.006670	-0.000002	0.000709	0.000906	2.000000	236.530000	232.318999	0.000000	0.000000
0.000055	1.568139	0.000070	1.553169	0.000129	1.557559	0.000006	0.000226	0.053044	0.000255	0.048386	-0.000201	0.045739	-0.000019	-0.004011	-0.571384	-0.006905	0.093164	-0.001578	-0.006644	-0.000002	0.000709	0.000902	2.000000	237.034000	232.741000	0.000000	0.000000
0.000055	1.568192	0.000071	1.553217	0.000129	1.557605	0.000006	0.000224	0.052750	0.000253	0.048253	-0.000201	0.045582	-0.000019	-0.003995	-0.569084	-0.006878	0.092722	-0.001570	-0.006618	-0.000002	0.000709	0.000899	2.000000	236.535000	232.265001	0.000000	0.000000
0.000056	1.568245	0.000071	1.553265	0.000128	1.557651	0.000006	0.000222	0.052458	0.000251	0.048120	-0.000202	0.045427	-0.000019	-0.003978	-0.566790	-0.006850	0.092281	-0.001563	-0.006592	-0.000002	0.000709	0.000896	2.000000	236.706000	232.430000	0.000000	0.000000
0.000056	1.568297	0.000071	1.553313	0.000128	1.557696	0.000006	0.000220	0.052167	0.000249	0.047988	-0.000202	0.045272	-0.000019	-0.003961	-0.564504	-0.006823	0.091842	-0.001555	-0.006566	-0.000002	0.000709	0.000893	2.000000	236.736000	232.463000	0.000000	0.000000
0.000056	1.568349	0.000071	1.553361	0.000128	1.557741	0.000006	0.000219	0.051876	0.000246	0.047856	-0.000202	0.045117	-0.000019	-0.003945	-0.562223	-0.006796	0.091405	-0.001548	-0.006540	-0.000002	0.000709	0.000890	2.000000	236.966999	232.621999	0.000000	0.000000
0.000056	1.568401	0.000071	1.553409	0.000128	1.557786	0.000006	0.000217	0.051587	0.000244	0.047725	-0.000202	0.044963	-0.000019	-0.003928	-0.559950	-0.006769	0.090968	-0.001540	-0.006514	-0.000002	0.000709	0.000887	2.000000	239.018000	234.717000	0.000000	0.000000
0.000056	1.568452	0.000072	1.553457	0.000128	1.557831	0.000006	0.000215	0.051300	0.000242	0.047594	-0.000202	0.044809	-0.000019	-0.003911	-0.557684	-0.006742	0.090534	-0.001532	-0.006489	-0.000002	0.000709	0.000883	2.000000	236.950001	232.629000	0.000000	0.000000
0.000057	1.568503	0.000072	1.553504	0.000127	1.557876	0.000006	0.000214	0.051013	0.000240	0.047463	-0.000202	0.044656	-0.000019	-0.003895	-0.555424	-0.006715	0.090100	-0.001525	-0.006463	-0.000002	0.000709	0.000880	2.000000	236.884001	232.626000	0.000000	0.000000
0.000057	1.568554	0.000072	1.553552	0.000127	1.557920	0.000006	0.000212	0.050727	0.000238	0.047333	-0.000202	0.044503	-0.000019	-0.003878	-0.553170	-0.006688	0.089668	-0.001517	-0.006437	-0.000002	0.000709	0.000877	2.000000	236.763000	232.414999	0.000000	0.000000
0.000057	1.568605	0.000072	1.553599	0.000127	1.557965	0.000006	0.000211	0.050443	0.000236	0.047203	-0.000202	0.044351	-0.000019	-0.003862	-0.550924	-0.006662	0.089237	-0.001510	-0.006412	-0.000002	0.000709	0.000874	2.000000	236.658000	232.377000	0.000000	0.000000
0.000057	1.568655	0.000073	1.553646	0.000127	1.558009	0.000006	0.000209	0.050159	0.000234	0.047073	-0.000202	0.044200	-0.000018	-0.003846	-0.548684	-0.006635	0.088807	-0.001502	-0.006386	-0.000002	0.000709	0.000871	2.000000	236.659000	232.388001	0.000000	0.000000
0.000058	1.568705	0.000073	1.553693	0.000127	1.558053	0.000006	0.000207	0.049877	0.000232	0.046944	-0.000203	0.044048	-0.000018	-0.003829	-0.546451	-0.006608	0.088379	-0.001495	-0.006361	-0.000002	0.000709	0.000868	2.000000	236.207000	231.902000	0.000000	0.000000
0.000058	1.568755	0.000073	1.553740	0.000126	1.558097	0.000006	0.000206	0.049596	0.000230	0.046816	-0.000203	0.043898	-0.000018	-0.003813	-0.544224	-0.006582	0.087952	-0.001488	-0.006336	-0.000002	0.000709	0.000865	2.000000	236.926000	232.664001	0.000000	0.000000
0.000058	1.568804	0.000073	1.553787	0.000126	1.558141	0.000006	0.000204	0.049315	0.000228	0.046687	-0.000203	0.043748	-0.000018	-0.003797	-0.542004	-0.006555	0.087527	-0.001480	-0.006311	-0.000002	0.000709	0.000861	2.000000	236.264000	231.925001	0.000000	0.000000
0.000058	1.568853	0.000074	1.553833	0.000126	1.558185	0.000006	0.000202	0.049036	0.000225	0.046559	-0.000203	0.043598	-0.000018	-0.003780	-0.539791	-0.006529	0.087103	-0.001473	-0.006285	-0.000002	0.000709	0.000858	2.000000	237.071999	232.813000	0.000000	0.000000
0.000058	1.568902	0.000074	1.553880	0.000126	1.558228	0.000006	0.000201	0.048758	0.000223	0.046432	-0.000203	0.043449	-0.000018	-0.003764	-0.537584	-0.006503	0.086680	-0.001466	-0.006260	-0.000002	0.000709	0.000855	2.000000	236.398000	232.171000	0.000000	0.000000
0.000059	1.568951	0.000074	1.553926	0.000126	1.558272	0.000006	0.000199	0.048482	0.000221	0.046305	-0.000203	0.043300	-0.000018	-0.003748	-0.535384	-0.006477	0.086259	-0.001458	-0.006235	-0.000002	0.000709	0.000852	2.000000	236.704000	232.441000	0.000000	0.000000
0.000059	1.568999	0.000074	1.553972	0.000125	1.558315	0.000006	0.000198	0.048206	0.000219	0.046178	-0.000203	0.043152	-0.000018	-0.003732	-0.533191	-0.006451	0.085839	-0.001451	-0.006210	-0.000002	0.000709	0.000849	2.000000	237.226000	232.897000	0.000000	0.000000
0.000059	1.569047	0.000074	1.554019	0.000125	1.558358	0.000006	0.000196	0.047931	0.000217	0.046051	-0.000203	0.043005	-0.000018	-0.003716	-0.531004	-0.006425	0.085420	-0.001444	-0.006186	-0.000002	0.000709	0.000846	2.000000	236.833000	232.569000	0.000000	0.000000
0.000059	1.569095	0.000075	1.554065	0.000125	1.558401	0.000006	0.000194	0.047658	0.000215	0.045925	-0.000203	0.042858	-0.000018	-0.003700	-0.528823	-0.006399	0.085002	-0.001436	-0.006161	-0.000002	0.000709	0.000843	2.000000	236.752000	232.434000	0.000000	0.000000
0.000059	1.569143	0.000075	1.554110	0.000125	1.558444	0.000005	0.000193	0.047385	0.000213	0.045800	-0.000203	0.042711	-0.000018	-0.003684	-0.526649	-0.006373	0.084586	-0.001429	-0.006136	-0.000002	0.000709	0.000840	2.000000	236.630000	232.355999	0.000000	0.000000
0.000060	1.569190	0.000075	1.554156	0.000125	1.558486	0.000005	0.000191	0.047114	0.000211	0.045674	-0.000203	0.042565	-0.000018	-0.003668	-0.524482	-0.006347	0.084171	-0.001422	-0.006112	-0.000002	0.000709	0.000836	2.000000	252.055000	247.692999	0.000000	0.000000
0.000060	1.569237	0.000075	1.554202	0.000124	1.558529	0.000005	0.000190	0.046843	0.000209	0.045550	-0.000204	0.042419	-0.000018	-0.003652	-0.522321	-0.006321	0.083758	-0.001415	-0.006087	-0.000002	0.000709	0.000833	2.000000	272.103000	267.564000	0.000000	0.000000
0.000060	1.569284	0.000076	1.554247	0.000124	1.558571	0.000005	0.000188	0.046574	0.000207	0.045425	-0.000204	0.042274	-0.000018	-0.003636	-0.520167	-0.006296	0.083346	-0.001408	-0.006062	-0.000002	0.000709	0.000830	2.000000	246.673000	242.076000	0.000000	0.000000
0.000060	1.569330	0.000076	1.554293	0.000124	1.558613	0.000005	0.000187	0.046306	0.000205	0.045301	-0.000204	0.042129	-0.000018	-0.003620	-0.518019	-0.006270	0.082935	-0.001401	-0.006038	-0.000002	0.000709	0.000827	2.000000	251.105000	246.642000	0.000000	0.000000
0.000060	1.569376	0.000076	1.554338	0.000124	1.558655	0.000005	0.000185	0.046038	0.000203	0.045177	-0.000204	0.041985	-0.000018	-0.003605	-0.515878	-0.006245	0.082525	-0.001394	-0.006014	-0.000002	0.000709	0.000824	2.000000	237.122001	232.658999	0.000000	0.000000
0.000060	1.569422	0.000076	1.554383	0.000124	1.558697	0.000005	0.000184	0.045772	0.000202	0.045054	-0.000204	0.041841	-0.000018	-0.003589	-0.513743	-0.006219	0.082117	-0.001386	-0.005989	-0.000002	0.000709	0.000821	2.000000	237.252000	232.949001	0.000000	0.000000
0.000061	1.569468	0.000076	1.554428	0.000123	1.558739	0.000005	0.000182	0.045507	0.000200	0.044931	-0.000204	0.041698	-0.000018	-0.003573	-0.511614	-0.006194	0.081710	-0.001379	-0.005965	-0.000002	0.000709	0.000818	2.000000	237.745000	233.429000	0.000000	0.000000
0.000061	1.569513	0.000077	1.554473	0.000123	1.558781	0.000005	0.000180	0.045243	0.000198	0.044808	-0.000204	0.041555	-0.000017	-0.003557	-0.509492	-0.006169	0.081304	-0.001372	-0.005941	-0.000002	0.000709	0.000815	2.000000	236.585999	232.261000	0.000000	0.000000
0.000061	1.569558	0.000077	1.554518	0.000123	1.558822	0.000005	0.000179	0.044980	0.000196	0.044685	-0.000204	0.041413	-0.000017	-0.003542	-0.507376	-0.006144	0.080899	-0.001365	-0.005917	-0.000002	0.000709	0.000812	2.000000	237.360000	232.992001	0.000000	0.000000
0.000061	1.569603	0.000077	1.554562	0.000123	1.558863	0.000005	0.000177	0.044718	0.000194	0.044564	-0.000204	0.041271	-0.000017	-0.003526	-0.505267	-0.006118	0.080496	-0.001358	-0.005893	-0.000002	0.000709	0.000809	2.000000	237.411000	233.049001	0.000000	0.000000
0.000061	1.569648	0.000077	1.554607	0.000123	1.558905	0.000005	0.000176	0.044458	0.000192	0.044442	-0.000204	0.041130	-0.000017	-0.003511	-0.503164	-0.006093	0.080094	-0.001351	-0.005869	-0.000002	0.000709	0.000806	2.000000	236.625000	232.237000	0.000000	0.000000
0.000062	1.569692	0.000077	1.554651	0.000122	1.558946	0.000005	0.000174	0.044198	0.000190	0.044321	-0.000204	0.040989	-0.000017	-0.003495	-0.501068	-0.006069	0.079694	-0.001344	-0.005845	-0.000002	0.000709	0.000803	2.000000	237.206000	232.798000	0.000000	0.000000
0.000062	1.569736	0.000078	1.554695	0.000122	1.558987	0.000005	0.000173	0.043939	0.000188	0.044200	-0.000204	0.040849	-0.000017	-0.003480	-0.498978	-0.006044	0.079294	-0.001338	-0.005822	-0.000002	0.000709	0.000800	2.000000	237.902000	233.540000	0.000000	0.000000
0.000062	1.569780	0.000078	1.554739	0.000122	1.559027	0.000005	0.000171	0.043681	0.000186	0.044079	-0.000204	0.040709	-0.000017	-0.003464	-0.496894	-0.006019	0.078896	-0.001331	-0.005798	-0.000002	0.000709	0.000797	2.000000	237.107000	232.752000	0.000000	0.000000
0.000062	1.569823	0.000078	1.554783	0.000122	1.559068	0.000005	0.000170	0.043424	0.000184	0.043959	-0.000204	0.040569	-0.000017	-0.003449	-0.494816	-0.005994	0.078499	-0.001324	-0.005774	-0.000002	0.000709	0.000794	2.000000	241.901001	237.515001	0.000000	0.000000
0.000062	1.569867	0.000078	1.554827	0.000122	1.559108	0.000005	0.000168	0.043169	0.000182	0.043839	-0.000204	0.040430	-0.000017	-0.003434	-0.492745	-0.005970	0.078104	-0.001317	-0.005751	-0.000002	0.000709	0.000791	2.000000	238.102000	233.642999	0.000000	0.000000
0.000062	1.569910	0.000078	1.554871	0.000121	1.559149	0.000005	0.000167	0.042914	0.000181	0.043720	-0.000204	0.040292	-0.000017	-0.003418	-0.490680	-0.005945	0.077709	-0.001310	-0.005727	-0.000002	0.000709	0.000788	2.000000	247.352999	242.903000	0.000000	0.000000
0.000063	1.569953	0.000078	1.554915	0.000121	1.559189	0.000005	0.000166	0.042660	0.000179	0.043601	-0.000204	0.040154	-0.000017	-0.003403	-0.488622	-0.005921	0.077316	-0.001303	-0.005704	-0.000002	0.000709	0.000785	2.000000	237.452999	233.150000	0.000000	0.000000
0.000063	1.569995	0.000079	1.554958	0.000121	1.559229	0.000005	0.000164	0.042408	0.000177	0.043482	-0.000204	0.040016	-0.000017	-0.003388	-0.486570	-0.005896	0.076925	-0.001297	-0.005680	-0.000002	0.000709	0.000782	2.000000	236.957000	232.556000	0.000000	0.000000
0.000063	1.570037	0.000079	1.555002	0.000121	1.559269	0.000005	0.000163	0.042156	0.000175	0.043364	-0.000204	0.039879	-0.000017	-0.003373	-0.484524	-0.005872	0.076534	-0.001290	-0.005657	-0.000002	0.000709	0.000779	2.000000	236.978000	232.704000	0.000000	0.000000
