x1	x2	x3	x4	x5	x6	x7	x8	x9	x:	x;	x<	x=	x>	u1	u2	u3	u4	u5	u6	u7	u8	error	numIter	cpuTime	cpuTimeSearchDirection	cpuTimeLineSearch	cpuTimeKKTError
-0.000003	1.570606	-0.000000	1.570654	0.000001	1.570645	0.000000	-0.000007	-0.000244	-0.000006	0.000779	-0.000007	0.000524	-0.000000	0.000233	0.011916	0.000084	-0.004425	0.000078	0.000119	0.000000	0.000709	0.000023	1.000000	120.221000	116.378999	0.000000	0.000000
-0.000003	1.570606	-0.000000	1.570654	0.000001	1.570645	0.000000	-0.000007	-0.000240	-0.000006	0.000775	-0.000007	0.000522	-0.000000	0.000232	0.011858	0.000084	-0.004405	0.000078	0.000118	0.000000	0.000709	0.000023	1.000000	119.460000	115.627000	0.000000	0.000000
-0.000003	1.570606	-0.000000	1.570655	0.000001	1.570646	0.000000	-0.000007	-0.000235	-0.000006	0.000771	-0.000007	0.000521	-0.000000	0.000231	0.011800	0.000083	-0.004385	0.000077	0.000117	0.000000	0.000709	0.000023	1.000000	121.630001	117.846000	0.000000	0.000000
-0.000003	1.570606	-0.000000	1.570656	0.000000	1.570646	0.000000	-0.000007	-0.000231	-0.000006	0.000767	-0.000007	0.000519	-0.000000	0.000230	0.011742	0.000083	-0.004364	0.000077	0.000117	0.000000	0.000709	0.000023	1.000000	124.743000	120.828000	0.000000	0.000000
-0.000003	1.570605	-0.000000	1.570657	0.000000	1.570647	0.000000	-0.000007	-0.000226	-0.000006	0.000763	-0.000007	0.000517	-0.000000	0.000229	0.011685	0.000082	-0.004344	0.000077	0.000116	0.000000	0.000709	0.000023	1.000000	119.475000	115.653001	0.000000	0.000000
-0.000003	1.570605	-0.000000	1.570658	0.000000	1.570647	0.000000	-0.000007	-0.000222	-0.000006	0.000760	-0.000006	0.000515	-0.000000	0.000228	0.011627	0.000082	-0.004324	0.000076	0.000116	0.000000	0.000709	0.000022	1.000000	119.689999	115.901000	0.000000	0.000000
-0.000003	1.570605	-0.000000	1.570658	0.000000	1.570648	0.000000	-0.000007	-0.000217	-0.000006	0.000756	-0.000006	0.000513	-0.000000	0.000227	0.011570	0.000081	-0.004304	0.000076	0.000115	0.000000	0.000709	0.000022	1.000000	119.535001	115.756000	0.000000	0.000000
-0.000003	1.570605	-0.000000	1.570659	0.000000	1.570648	0.000000	-0.000007	-0.000213	-0.000006	0.000752	-0.000006	0.000512	-0.000000	0.000226	0.011513	0.000081	-0.004284	0.000076	0.000114	0.000000	0.000709	0.000022	1.000000	119.395000	115.653000	0.000000	0.000000
-0.000003	1.570604	-0.000000	1.570660	0.000000	1.570649	0.000000	-0.000006	-0.000208	-0.000006	0.000748	-0.000006	0.000510	-0.000000	0.000225	0.011456	0.000080	-0.004264	0.000075	0.000114	0.000000	0.000709	0.000022	1.000000	119.834000	116.060000	0.000000	0.000000
-0.000003	1.570604	-0.000000	1.570661	0.000000	1.570649	0.000000	-0.000006	-0.000204	-0.000006	0.000744	-0.000006	0.000508	-0.000000	0.000224	0.011399	0.000080	-0.004244	0.000075	0.000113	0.000000	0.000709	0.000022	1.000000	119.556000	115.732000	0.000000	0.000000
-0.000003	1.570604	-0.000000	1.570661	0.000000	1.570650	0.000000	-0.000006	-0.000199	-0.000006	0.000741	-0.000006	0.000506	-0.000000	0.000223	0.011342	0.000079	-0.004224	0.000075	0.000113	0.000000	0.000709	0.000022	1.000000	119.615000	115.727000	0.000000	0.000000
-0.000003	1.570604	-0.000000	1.570662	0.000000	1.570650	0.000000	-0.000006	-0.000195	-0.000006	0.000737	-0.000006	0.000505	-0.000000	0.000222	0.011286	0.000079	-0.004204	0.000074	0.000112	0.000000	0.000709	0.000022	1.000000	119.544000	115.764000	0.000000	0.000000
-0.000003	1.570604	-0.000000	1.570663	0.000000	1.570651	0.000000	-0.000006	-0.000191	-0.000005	0.000733	-0.000006	0.000503	-0.000000	0.000221	0.011230	0.000079	-0.004185	0.000074	0.000112	0.000000	0.000709	0.000022	1.000000	120.042000	116.213000	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570663	0.000000	1.570651	0.000000	-0.000006	-0.000186	-0.000005	0.000730	-0.000006	0.000501	-0.000000	0.000220	0.011173	0.000078	-0.004165	0.000074	0.000111	0.000000	0.000709	0.000022	1.000000	119.501000	115.716000	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570664	0.000000	1.570652	0.000000	-0.000006	-0.000182	-0.000005	0.000726	-0.000006	0.000500	-0.000000	0.000219	0.011117	0.000078	-0.004145	0.000073	0.000110	0.000000	0.000709	0.000021	1.000000	119.969000	116.075999	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570665	0.000000	1.570652	0.000000	-0.000006	-0.000178	-0.000005	0.000722	-0.000006	0.000498	-0.000000	0.000218	0.011061	0.000077	-0.004126	0.000073	0.000110	0.000000	0.000709	0.000021	1.000000	119.577000	115.774001	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570666	0.000000	1.570653	0.000000	-0.000006	-0.000173	-0.000005	0.000719	-0.000006	0.000496	-0.000000	0.000217	0.011006	0.000077	-0.004106	0.000073	0.000109	0.000000	0.000709	0.000021	1.000000	119.817000	116.014000	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570666	0.000000	1.570653	0.000000	-0.000006	-0.000169	-0.000005	0.000715	-0.000006	0.000494	-0.000000	0.000216	0.010950	0.000076	-0.004087	0.000072	0.000109	0.000000	0.000709	0.000021	1.000000	119.607000	115.850999	0.000000	0.000000
-0.000003	1.570603	-0.000000	1.570667	0.000000	1.570654	0.000000	-0.000006	-0.000165	-0.000005	0.000711	-0.000006	0.000493	-0.000000	0.000215	0.010894	0.000076	-0.004067	0.000072	0.000108	0.000000	0.000709	0.000021	1.000000	119.832001	116.030000	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570668	0.000000	1.570654	0.000000	-0.000006	-0.000161	-0.000005	0.000708	-0.000006	0.000491	-0.000000	0.000215	0.010839	0.000075	-0.004048	0.000072	0.000108	0.000000	0.000709	0.000021	1.000000	119.492000	115.662000	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570668	0.000000	1.570655	0.000000	-0.000006	-0.000157	-0.000005	0.000704	-0.000006	0.000489	-0.000000	0.000214	0.010784	0.000075	-0.004029	0.000071	0.000107	0.000000	0.000709	0.000021	1.000000	119.679999	115.964001	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570669	0.000000	1.570655	0.000000	-0.000005	-0.000152	-0.000005	0.000701	-0.000006	0.000488	-0.000000	0.000213	0.010729	0.000074	-0.004009	0.000071	0.000107	0.000000	0.000709	0.000021	1.000000	119.581000	115.767000	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570670	0.000000	1.570656	0.000000	-0.000005	-0.000148	-0.000005	0.000697	-0.000006	0.000486	-0.000000	0.000212	0.010674	0.000074	-0.003990	0.000071	0.000106	0.000000	0.000709	0.000021	1.000000	119.646000	115.833001	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570671	0.000000	1.570656	0.000000	-0.000005	-0.000144	-0.000005	0.000694	-0.000006	0.000484	-0.000000	0.000211	0.010619	0.000074	-0.003971	0.000070	0.000105	0.000000	0.000709	0.000020	1.000000	119.810000	115.965000	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570671	0.000000	1.570657	0.000000	-0.000005	-0.000140	-0.000005	0.000690	-0.000006	0.000483	-0.000000	0.000210	0.010565	0.000073	-0.003952	0.000070	0.000105	0.000000	0.000709	0.000020	1.000000	119.695000	115.872000	0.000000	0.000000
-0.000003	1.570602	-0.000000	1.570672	0.000000	1.570657	0.000000	-0.000005	-0.000136	-0.000005	0.000687	-0.000006	0.000481	-0.000000	0.000209	0.010510	0.000073	-0.003933	0.000070	0.000104	0.000000	0.000709	0.000020	1.000000	119.937000	116.104000	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570673	0.000000	1.570658	0.000000	-0.000005	-0.000132	-0.000005	0.000683	-0.000006	0.000479	-0.000000	0.000208	0.010456	0.000072	-0.003914	0.000069	0.000104	0.000000	0.000709	0.000020	1.000000	119.657000	115.868000	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570673	0.000000	1.570658	0.000000	-0.000005	-0.000128	-0.000005	0.000680	-0.000006	0.000478	-0.000000	0.000207	0.010402	0.000072	-0.003895	0.000069	0.000103	0.000000	0.000709	0.000020	1.000000	119.386999	115.561999	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570674	0.000000	1.570659	0.000000	-0.000005	-0.000124	-0.000005	0.000676	-0.000006	0.000476	-0.000000	0.000206	0.010348	0.000071	-0.003876	0.000069	0.000103	0.000000	0.000709	0.000020	1.000000	119.842000	116.026001	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570675	0.000000	1.570659	0.000000	-0.000005	-0.000120	-0.000005	0.000673	-0.000006	0.000474	-0.000000	0.000205	0.010294	0.000071	-0.003857	0.000068	0.000102	0.000000	0.000709	0.000020	1.000000	119.950000	116.203000	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570675	0.000000	1.570660	0.000000	-0.000005	-0.000116	-0.000005	0.000669	-0.000005	0.000473	-0.000000	0.000204	0.010241	0.000070	-0.003839	0.000068	0.000102	0.000000	0.000709	0.000020	1.000000	119.879000	116.083999	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570676	0.000000	1.570660	0.000000	-0.000005	-0.000112	-0.000005	0.000666	-0.000005	0.000471	-0.000000	0.000204	0.010187	0.000070	-0.003820	0.000068	0.000101	0.000000	0.000709	0.000020	1.000000	119.529000	115.731001	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570677	0.000000	1.570660	0.000000	-0.000005	-0.000108	-0.000004	0.000663	-0.000005	0.000470	-0.000000	0.000203	0.010134	0.000070	-0.003801	0.000067	0.000100	0.000000	0.000709	0.000019	1.000000	119.542000	115.714000	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570677	0.000000	1.570661	0.000000	-0.000005	-0.000104	-0.000004	0.000659	-0.000005	0.000468	-0.000000	0.000202	0.010080	0.000069	-0.003783	0.000067	0.000100	0.000000	0.000709	0.000019	1.000000	119.542000	115.735000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570678	0.000000	1.570661	0.000000	-0.000005	-0.000100	-0.000004	0.000656	-0.000005	0.000466	-0.000000	0.000201	0.010027	0.000069	-0.003764	0.000067	0.000099	0.000000	0.000709	0.000019	1.000000	119.900000	116.024000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570679	0.000000	1.570662	0.000000	-0.000004	-0.000097	-0.000004	0.000652	-0.000005	0.000465	-0.000000	0.000200	0.009974	0.000068	-0.003746	0.000066	0.000099	0.000000	0.000709	0.000019	1.000000	119.900000	116.086000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570679	0.000000	1.570662	0.000000	-0.000004	-0.000093	-0.000004	0.000649	-0.000005	0.000463	-0.000000	0.000199	0.009922	0.000068	-0.003727	0.000066	0.000098	0.000000	0.000709	0.000019	1.000000	119.309000	115.551000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570680	0.000000	1.570663	0.000000	-0.000004	-0.000089	-0.000004	0.000646	-0.000005	0.000462	-0.000000	0.000198	0.009869	0.000067	-0.003709	0.000066	0.000098	0.000000	0.000709	0.000019	1.000000	119.775001	115.942000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570681	0.000000	1.570663	0.000000	-0.000004	-0.000085	-0.000004	0.000642	-0.000005	0.000460	-0.000000	0.000197	0.009817	0.000067	-0.003691	0.000065	0.000097	0.000000	0.000709	0.000019	1.000000	119.497000	115.716000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570681	0.000000	1.570664	0.000000	-0.000004	-0.000081	-0.000004	0.000639	-0.000005	0.000458	-0.000000	0.000196	0.009764	0.000067	-0.003672	0.000065	0.000097	0.000000	0.000709	0.000019	1.000000	119.764000	115.931000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570682	0.000000	1.570664	0.000000	-0.000004	-0.000078	-0.000004	0.000636	-0.000005	0.000457	-0.000000	0.000196	0.009712	0.000066	-0.003654	0.000065	0.000096	0.000000	0.000709	0.000019	1.000000	134.244000	130.489000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570683	0.000000	1.570665	0.000000	-0.000004	-0.000074	-0.000004	0.000633	-0.000005	0.000455	-0.000000	0.000195	0.009660	0.000066	-0.003636	0.000064	0.000096	0.000000	0.000709	0.000019	1.000000	119.933000	116.083000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570683	0.000000	1.570665	0.000000	-0.000004	-0.000070	-0.000004	0.000629	-0.000005	0.000454	-0.000000	0.000194	0.009608	0.000065	-0.003618	0.000064	0.000095	0.000000	0.000709	0.000018	1.000000	120.105999	116.295000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570684	0.000000	1.570666	0.000000	-0.000004	-0.000067	-0.000004	0.000626	-0.000005	0.000452	-0.000000	0.000193	0.009557	0.000065	-0.003600	0.000064	0.000095	0.000000	0.000709	0.000018	1.000000	119.533000	115.741000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570684	0.000000	1.570666	0.000000	-0.000004	-0.000063	-0.000004	0.000623	-0.000005	0.000451	-0.000000	0.000192	0.009505	0.000064	-0.003582	0.000063	0.000094	0.000000	0.000709	0.000018	1.000000	119.642000	115.870000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570685	0.000000	1.570666	0.000000	-0.000004	-0.000059	-0.000004	0.000620	-0.000005	0.000449	-0.000000	0.000191	0.009454	0.000064	-0.003564	0.000063	0.000094	0.000000	0.000709	0.000018	1.000000	119.703001	115.839001	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570686	0.000000	1.570667	0.000000	-0.000004	-0.000056	-0.000004	0.000616	-0.000005	0.000448	-0.000000	0.000190	0.009402	0.000064	-0.003546	0.000063	0.000093	0.000000	0.000709	0.000018	1.000000	119.904000	116.106999	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570686	0.000000	1.570667	0.000000	-0.000004	-0.000052	-0.000004	0.000613	-0.000005	0.000446	-0.000000	0.000189	0.009351	0.000063	-0.003528	0.000062	0.000093	0.000000	0.000709	0.000018	1.000000	119.583000	115.764000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570687	0.000000	1.570668	0.000000	-0.000004	-0.000048	-0.000004	0.000610	-0.000005	0.000444	-0.000000	0.000189	0.009300	0.000063	-0.003510	0.000062	0.000092	0.000000	0.000709	0.000018	1.000000	119.720000	115.900000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570687	0.000000	1.570668	0.000000	-0.000004	-0.000045	-0.000004	0.000607	-0.000005	0.000443	-0.000000	0.000188	0.009249	0.000062	-0.003493	0.000062	0.000092	0.000000	0.000709	0.000018	1.000000	119.349001	115.562000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570688	0.000000	1.570669	0.000000	-0.000003	-0.000041	-0.000004	0.000604	-0.000005	0.000441	-0.000000	0.000187	0.009199	0.000062	-0.003475	0.000062	0.000091	0.000000	0.000709	0.000018	1.000000	120.031001	116.174000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570689	0.000000	1.570669	0.000000	-0.000003	-0.000038	-0.000004	0.000601	-0.000005	0.000440	-0.000000	0.000186	0.009148	0.000062	-0.003457	0.000061	0.000090	0.000000	0.000709	0.000018	1.000000	119.906001	116.083000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570689	0.000000	1.570670	0.000000	-0.000003	-0.000034	-0.000004	0.000597	-0.000005	0.000438	-0.000000	0.000185	0.009098	0.000061	-0.003440	0.000061	0.000090	0.000000	0.000709	0.000017	1.000000	120.062999	116.261000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570690	0.000000	1.570670	0.000000	-0.000003	-0.000031	-0.000004	0.000594	-0.000005	0.000437	-0.000000	0.000184	0.009048	0.000061	-0.003422	0.000061	0.000089	0.000000	0.000709	0.000017	1.000000	119.810999	115.947000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570690	0.000000	1.570670	0.000000	-0.000003	-0.000027	-0.000004	0.000591	-0.000005	0.000435	-0.000000	0.000183	0.008998	0.000060	-0.003405	0.000060	0.000089	0.000000	0.000709	0.000017	1.000000	119.711000	115.929000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570691	0.000000	1.570671	0.000000	-0.000003	-0.000024	-0.000003	0.000588	-0.000005	0.000434	-0.000000	0.000182	0.008948	0.000060	-0.003388	0.000060	0.000088	0.000000	0.000709	0.000017	1.000000	128.195000	124.362000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570692	0.000000	1.570671	0.000000	-0.000003	-0.000020	-0.000003	0.000585	-0.000005	0.000432	-0.000000	0.000182	0.008898	0.000060	-0.003370	0.000060	0.000088	0.000000	0.000709	0.000017	1.000000	128.948000	125.013999	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570692	0.000000	1.570672	0.000000	-0.000003	-0.000017	-0.000003	0.000582	-0.000005	0.000431	-0.000000	0.000181	0.008848	0.000059	-0.003353	0.000059	0.000087	0.000000	0.000709	0.000017	1.000000	119.853000	116.051000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570693	0.000000	1.570672	0.000000	-0.000003	-0.000014	-0.000003	0.000579	-0.000004	0.000429	-0.000000	0.000180	0.008799	0.000059	-0.003336	0.000059	0.000087	0.000000	0.000709	0.000017	1.000000	119.535999	115.764000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570693	0.000000	1.570673	0.000000	-0.000003	-0.000010	-0.000003	0.000576	-0.000004	0.000428	-0.000000	0.000179	0.008750	0.000058	-0.003318	0.000059	0.000086	0.000000	0.000709	0.000017	1.000000	119.653000	115.819000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570694	0.000000	1.570673	0.000000	-0.000003	-0.000007	-0.000003	0.000573	-0.000004	0.000426	-0.000000	0.000178	0.008700	0.000058	-0.003301	0.000058	0.000086	0.000000	0.000709	0.000017	1.000000	119.507000	115.683000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570695	0.000000	1.570673	0.000000	-0.000003	-0.000004	-0.000003	0.000570	-0.000004	0.000425	-0.000000	0.000177	0.008651	0.000058	-0.003284	0.000058	0.000085	0.000000	0.000709	0.000017	1.000000	119.874000	116.032000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570695	0.000000	1.570674	0.000000	-0.000003	-0.000000	-0.000003	0.000567	-0.000004	0.000424	-0.000000	0.000177	0.008603	0.000057	-0.003267	0.000058	0.000085	0.000000	0.000709	0.000016	1.000000	119.909000	116.058000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570696	0.000000	1.570674	0.000000	-0.000003	0.000003	-0.000003	0.000564	-0.000004	0.000422	-0.000000	0.000176	0.008554	0.000057	-0.003250	0.000058	0.000084	0.000000	0.000709	0.000016	1.000000	119.803000	115.964001	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570696	0.000000	1.570675	0.000000	-0.000003	0.000006	-0.000003	0.000561	-0.000004	0.000421	-0.000000	0.000175	0.008505	0.000056	-0.003233	0.000057	0.000084	0.000000	0.000709	0.000016	1.000000	123.861000	119.980999	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570697	0.000000	1.570675	0.000000	-0.000003	0.000009	-0.000003	0.000558	-0.000004	0.000419	-0.000000	0.000174	0.008457	0.000056	-0.003216	0.000057	0.000083	0.000000	0.000709	0.000016	1.000000	120.074999	116.180000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570697	0.000000	1.570676	0.000000	-0.000002	0.000013	-0.000003	0.000555	-0.000004	0.000418	-0.000000	0.000173	0.008409	0.000056	-0.003200	0.000057	0.000083	0.000000	0.000709	0.000016	1.000000	119.832000	116.037000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570698	0.000000	1.570676	0.000000	-0.000002	0.000016	-0.000003	0.000552	-0.000004	0.000416	-0.000000	0.000172	0.008361	0.000055	-0.003183	0.000056	0.000082	0.000000	0.000709	0.000016	1.000000	119.738001	115.953000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570698	0.000000	1.570676	0.000000	-0.000002	0.000019	-0.000003	0.000549	-0.000004	0.000415	-0.000000	0.000172	0.008313	0.000055	-0.003166	0.000056	0.000082	0.000000	0.000709	0.000016	1.000000	119.673000	115.833000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570699	0.000000	1.570677	0.000000	-0.000002	0.000022	-0.000003	0.000546	-0.000004	0.000414	-0.000000	0.000171	0.008265	0.000054	-0.003150	0.000056	0.000082	0.000000	0.000709	0.000016	1.000000	119.613001	115.782001	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570700	0.000000	1.570677	0.000000	-0.000002	0.000025	-0.000003	0.000543	-0.000004	0.000412	-0.000000	0.000170	0.008217	0.000054	-0.003133	0.000056	0.000081	0.000000	0.000709	0.000016	1.000000	120.116000	116.262000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570700	0.000000	1.570678	0.000000	-0.000002	0.000029	-0.000003	0.000541	-0.000004	0.000411	-0.000000	0.000169	0.008170	0.000054	-0.003116	0.000055	0.000081	0.000000	0.000709	0.000016	1.000000	120.084000	116.294000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570701	0.000000	1.570678	0.000000	-0.000002	0.000032	-0.000003	0.000538	-0.000004	0.000409	-0.000000	0.000168	0.008122	0.000053	-0.003100	0.000055	0.000080	0.000000	0.000709	0.000015	1.000000	119.927000	116.122001	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570701	0.000000	1.570678	0.000000	-0.000002	0.000035	-0.000003	0.000535	-0.000004	0.000408	-0.000000	0.000167	0.008075	0.000053	-0.003084	0.000055	0.000080	0.000000	0.000709	0.000015	1.000000	119.714000	115.896000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570702	0.000000	1.570679	0.000000	-0.000002	0.000038	-0.000003	0.000532	-0.000004	0.000406	-0.000000	0.000167	0.008028	0.000053	-0.003067	0.000054	0.000079	0.000000	0.000709	0.000015	1.000000	119.814001	116.012000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570702	0.000000	1.570679	0.000000	-0.000002	0.000041	-0.000003	0.000529	-0.000004	0.000405	-0.000000	0.000166	0.007981	0.000052	-0.003051	0.000054	0.000079	0.000000	0.000709	0.000015	1.000000	119.822999	116.030000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570703	0.000000	1.570680	0.000000	-0.000002	0.000044	-0.000003	0.000526	-0.000004	0.000404	-0.000000	0.000165	0.007934	0.000052	-0.003035	0.000054	0.000078	0.000000	0.000709	0.000015	1.000000	119.429000	115.656000	0.000000	0.000000
-0.000003	1.570599	-0.000000	1.570703	0.000000	1.570680	0.000000	-0.000002	0.000047	-0.000003	0.000524	-0.000004	0.000402	-0.000000	0.000164	0.007888	0.000051	-0.003018	0.000054	0.000078	0.000000	0.000709	0.000015	1.000000	119.548000	115.713000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570704	0.000000	1.570680	0.000000	-0.000002	0.000050	-0.000003	0.000521	-0.000004	0.000401	-0.000000	0.000163	0.007841	0.000051	-0.003002	0.000053	0.000077	0.000000	0.000709	0.000015	1.000000	119.626000	115.871000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570704	0.000000	1.570681	0.000000	-0.000002	0.000053	-0.000003	0.000518	-0.000004	0.000400	-0.000000	0.000163	0.007795	0.000051	-0.002986	0.000053	0.000077	0.000000	0.000709	0.000015	1.000000	119.498000	115.717000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570705	0.000000	1.570681	0.000000	-0.000002	0.000056	-0.000003	0.000515	-0.000004	0.000398	-0.000000	0.000162	0.007749	0.000050	-0.002970	0.000053	0.000076	0.000000	0.000709	0.000015	1.000000	119.818000	116.016000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570705	0.000000	1.570682	0.000000	-0.000002	0.000059	-0.000003	0.000512	-0.000004	0.000397	-0.000000	0.000161	0.007703	0.000050	-0.002954	0.000052	0.000076	0.000000	0.000709	0.000015	1.000000	119.759001	115.930000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570706	0.000000	1.570682	0.000000	-0.000002	0.000062	-0.000002	0.000510	-0.000004	0.000395	-0.000000	0.000160	0.007657	0.000050	-0.002938	0.000052	0.000075	0.000000	0.000709	0.000015	1.000000	119.399000	115.606000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570706	0.000000	1.570682	0.000000	-0.000001	0.000065	-0.000002	0.000507	-0.000004	0.000394	-0.000000	0.000159	0.007611	0.000049	-0.002922	0.000052	0.000075	0.000000	0.000709	0.000014	1.000000	119.832001	116.026000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570707	0.000000	1.570683	0.000000	-0.000001	0.000067	-0.000002	0.000504	-0.000004	0.000393	-0.000000	0.000159	0.007565	0.000049	-0.002906	0.000052	0.000074	0.000000	0.000709	0.000014	1.000000	120.075000	116.278999	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570707	0.000000	1.570683	0.000000	-0.000001	0.000070	-0.000002	0.000502	-0.000004	0.000391	-0.000000	0.000158	0.007520	0.000049	-0.002890	0.000051	0.000074	0.000000	0.000709	0.000014	1.000000	119.854000	115.990000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570708	0.000000	1.570684	0.000000	-0.000001	0.000073	-0.000002	0.000499	-0.000004	0.000390	-0.000000	0.000157	0.007475	0.000048	-0.002875	0.000051	0.000073	0.000000	0.000709	0.000014	1.000000	119.755000	115.924000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570708	0.000000	1.570684	0.000000	-0.000001	0.000076	-0.000002	0.000496	-0.000004	0.000389	-0.000000	0.000156	0.007430	0.000048	-0.002859	0.000051	0.000073	0.000000	0.000709	0.000014	1.000000	119.538000	115.734000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570709	0.000000	1.570684	0.000000	-0.000001	0.000079	-0.000002	0.000493	-0.000004	0.000387	-0.000000	0.000155	0.007385	0.000048	-0.002843	0.000050	0.000073	0.000000	0.000709	0.000014	1.000000	119.790000	115.974000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570709	0.000000	1.570685	0.000000	-0.000001	0.000082	-0.000002	0.000491	-0.000004	0.000386	-0.000000	0.000155	0.007340	0.000047	-0.002828	0.000050	0.000072	0.000000	0.000709	0.000014	1.000000	119.358000	115.552000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570710	0.000000	1.570685	0.000000	-0.000001	0.000084	-0.000002	0.000488	-0.000004	0.000385	-0.000000	0.000154	0.007295	0.000047	-0.002812	0.000050	0.000072	0.000000	0.000709	0.000014	1.000000	119.616000	115.831000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570710	0.000000	1.570686	0.000000	-0.000001	0.000087	-0.000002	0.000486	-0.000003	0.000383	-0.000000	0.000153	0.007251	0.000046	-0.002797	0.000050	0.000071	0.000000	0.000709	0.000014	1.000000	119.485000	115.696000	0.000000	0.000000
-0.000003	1.570600	-0.000000	1.570711	0.000000	1.570686	0.000000	-0.000001	0.000090	-0.000002	0.000483	-0.000003	0.000382	-0.000000	0.000152	0.007206	0.000046	-0.002781	0.000049	0.000071	0.000000	0.000709	0.000014	1.000000	119.251000	115.542000	0.000000	0.000000
-0.000003	1.570601	-0.000000	1.570711	0.000000	1.570686	0.000000	-0.000001	0.000093	-0.000002	0.000480	-0.000003	0.000381	-0.000000	0.000151	0.007162	0.000046	-0.002766	0.000049	0.000070	0.000000	0.000709	0.000014	1.000000	119.738000	116.036001	0.000000	0.000000
